job_title,company,job_location,post_date,extract_date,job_description,job_salary
Lead Data Science Analyst,EmblemHealth,"New York, NY+1 location",30+ days ago,2022-04-25,"Acquire data from primary and secondary sources and maintain data systems.
Develop, document and implement data controls necessary for the administration of the…",
Data Engineer,UpLadder,"New York, NY",30+ days ago,2022-04-25,"We are looking for solid data engineers with the following experience to help us expand integration of our innovative data tools for discovery, catalog,…",
1629 Data Architect,Infoorigin inc,"New York, NY 10036+1 location",EmployerActive 9 days ago,2022-04-25,Responsibilities: Install and configure information systems to ensure functionality Analyze structural requirements for new software and applications Migrate…,
Director of Data Science & Research,Innocence Project,"New York, NY 10013 (Tribeca area)",4 days ago,2022-04-25,"Advanced degree in a relevant social science, life science, physical science or other relevant discipline, PhD preferred;",
"Senior Project Manager: Life Science, Interiors, Data Center...",Scott Humphrey Corporation,"New York, NY",EmployerActive 5 days ago,2022-04-25,"National general contractor that specializes in the construction of commercial interiors, cold storage facilities, Data Centers, and Life Science Facilities.",
Data Engineer,SiteRx,"New York, NY+1 location",30+ days ago,2022-04-25,"Implement data cleanup procedures, transformations, scripts, stored procedures, and execution of test plans for landing data successfully into the appropriate…",
"Director, Data & Decision Science",Hologram Sciences,"Remote in New York, NY",30+ days ago,2022-04-25,"4+ years of experience leading analytics or data science teams.
8+ years of experience with data analytics.
Hire and develop a team of data/decision scientists…",
Machine Learning Engineer,Arthur AI,"New York, NY",30+ days ago,2022-04-25,"Experience in a product-drive data science role.
At least two years of professional experience in a data science or ML role.",
Data Science Instructor-Machine Learning (Full-Time),NYC Data Science Academy,"Temporarily Remote in Manhattan, NY 10018+4 locations",30+ days ago,2022-04-25,"Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences…",
Data Scientist,Momentum Staffing Group LLC,"New York, NY 10005 (Financial District area)",4 days ago,2022-04-25,"M.S. or PhD degree in data science, computer science, software engineer, computer engineering, chemistry, or related field.
1–5 years of relevant experience.",
Senior Data Analyst,Eko,"New York, NY",12 days ago,2022-04-25,"Proficiency with SQL, data visualization software, and huge data sets.
The ability to easily shift from big picture business strategy to in-the-weeds data…",
Data Engineer - 701 (AWS & Python),"O'Neil Global Advisors, Inc.","Remote in New York, NY",26 days ago,2022-04-25,"As a member of the Technology Services Team, the Senior Data Engineer will participate in the design and development of sophisticated data management systems,…",
Machine Learning Engineer,Ocrolus,"New York, NY",5 days ago,2022-04-25,"Ocrolus transforms documents into digital data and analytics within minutes.
Coordinate with Operations to describe data collection needs, and prescribe…",
Data Scientist,HealthFirst,"Remote in Staten Island, NY 10301+4 locations",30+ days ago,2022-04-25,"Developing expertise with Healthfirst datasets, data repositories, and data movement processes.
Communicating new knowledge and insights gained from mining and…",
Data Scientist,Cadre,"New York, NY",30+ days ago,2022-04-25,Research traditional and non-traditional commercial real estate data sources to integrate into various models.,
"Senior Data Scientist, Analytics",Bowery Farming,"New York, NY",30+ days ago,2022-04-25,"You have some familiarity with data science languages like R or python, and enjoy learning more.
Develop SQL to transform the raw data produced by the farm into…",
"Vice President, Data Science",Fox Corporation,"New York, NY",30+ days ago,2022-04-25,"Solid foundation in computer science fundamentals, such as algorithms and data structures.
Build highly-available tools and services that help internal partners…",
Consumer Insight Data Science - CWM Engineering - Vice Presi...,Goldman Sachs,"New York, NY 10282 (Battery Park area)",30+ days ago,2022-04-25,"Responsible for overseeing and coaching the data science team.
Spot and evaluate emerging/cutting edge, open source, data science/machine learning libraries/big…",
Field Data Scientist,Arthur AI,"Remote in New York, NY+1 location",30+ days ago,2022-04-25,"Professional experience in a data science or ML role.
Mastery of statistical methods and contemporary ML algorithms and comfort with the usual suspects (python…",
Post Doctoral Researcher/Post Doctoral Associate,New York University,"Brooklyn, NY",30+ days ago,2022-04-25,"We are seeking individuals with a strong background in electrical, biomedical, mechanical, computer, or aerospace engineering, and/or computer science…",
Director of Data Science & Research,Innocence Project,"New York, NY 10013 (Tribeca area)",4 days ago,2022-04-25,"Advanced degree in a relevant social science, life science, physical science or other relevant discipline, PhD preferred;
Director of Data Science & Research*.",
"Senior Project Manager: Life Science, Interiors, Data Center...",Scott Humphrey Corporation,"New York, NY",EmployerActive 5 days ago,2022-04-25,"National general contractor that specializes in the construction of commercial interiors, cold storage facilities, Data Centers, and Life Science Facilities.",
Data Engineer,SiteRx,"New York, NY+1 location",30+ days ago,2022-04-25,"Implement data cleanup procedures, transformations, scripts, stored procedures, and execution of test plans for landing data successfully into the appropriate…",
"Director, Data & Decision Science",Hologram Sciences,"Remote in New York, NY",30+ days ago,2022-04-25,"4+ years of experience leading analytics or data science teams.
8+ years of experience with data analytics.
Hire and develop a team of data/decision scientists…",
Data Science Instructor-Machine Learning (Full-Time),NYC Data Science Academy,"Temporarily Remote in Manhattan, NY 10018+4 locations",30+ days ago,2022-04-25,Has experience in one or more areas of data science through industry-related data science projects or working on data science projects in an industry.,
Senior Data Analyst,Eko,"New York, NY",12 days ago,2022-04-25,"Proficiency with SQL, data visualization software, and huge data sets.
The ability to easily shift from big picture business strategy to in-the-weeds data…",
Data Engineer - 701 (AWS & Python),"O'Neil Global Advisors, Inc.","Remote in New York, NY",26 days ago,2022-04-25,"As a member of the Technology Services Team, the Senior Data Engineer will participate in the design and development of sophisticated data management systems,…",
Machine Learning Engineer,Ocrolus,"New York, NY",5 days ago,2022-04-25,"Ocrolus transforms documents into digital data and analytics within minutes.
Coordinate with Operations to describe data collection needs, and prescribe…",
Data Scientist,HealthFirst,"Remote in Staten Island, NY 10301+5 locations",30+ days ago,2022-04-25,"Developing expertise with Healthfirst datasets, data repositories, and data movement processes.
Communicating new knowledge and insights gained from mining and…",
Data Scientist,Cadre,"New York, NY",30+ days ago,2022-04-25,"Research traditional and non-traditional commercial real estate data sources to integrate into various models.
Self-starter, thriving in a startup environment.",
"Senior Data Scientist, Analytics",Bowery Farming,"New York, NY+1 location",30+ days ago,2022-04-25,"You have some familiarity with data science languages like R or python, and enjoy learning more.
Data analysis at Bowery means building data pipelines, crafting…",
